Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TSHealtcare,Firefox 103.0,,,2023-11-13 04:44:39,2023-11-13 04:46:49,"2m - 9,921s",PASSED
,,,,,,,
Test Cases/Healthcare/Auth/LoginSuccess,Firefox 103.0,,,2023-11-13 04:44:39,2023-11-13 04:44:52,"12,987s",PASSED
"openBrowser("""")",Firefox 103.0,,,2023-11-13 04:44:39,2023-11-13 04:44:43,"3,902s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Firefox 103.0,,,2023-11-13 04:44:43,2023-11-13 04:44:48,"4,863s",PASSED
"waitForElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_CURA Healthcare_menu-toggle""), 30)",Firefox 103.0,,,2023-11-13 04:44:48,2023-11-13 04:44:48,"0,508s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_CURA Healthcare_menu-toggle""))",Firefox 103.0,,,2023-11-13 04:44:48,2023-11-13 04:44:49,"0,610s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Login""))",Firefox 103.0,,,2023-11-13 04:44:49,2023-11-13 04:44:50,"0,781s",PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Firefox 103.0,,,2023-11-13 04:44:50,2023-11-13 04:44:50,"0,729s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Firefox 103.0,,,2023-11-13 04:44:50,2023-11-13 04:44:51,"0,355s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Firefox 103.0,,,2023-11-13 04:44:51,2023-11-13 04:44:52,"1,047s",PASSED
,,,,,,,
Test Cases/Healthcare/Auth/LoginFailedUsername,Firefox 103.0,,,2023-11-13 04:44:52,2023-11-13 04:45:04,"12,421s",PASSED
"openBrowser("""")",Firefox 103.0,,,2023-11-13 04:44:52,2023-11-13 04:44:56,"4,292s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Firefox 103.0,,,2023-11-13 04:44:56,2023-11-13 04:45:01,"4,522s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Firefox 103.0,,,2023-11-13 04:45:01,2023-11-13 04:45:01,"0,548s",PASSED
"click(findTestObject(""Page_CURA Healthcare Service/a_Login""))",Firefox 103.0,,,2023-11-13 04:45:01,2023-11-13 04:45:02,"0,994s",PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/input_Username_username""), ""Budi Anduk"")",Firefox 103.0,,,2023-11-13 04:45:02,2023-11-13 04:45:03,"0,620s",PASSED
"setEncryptedText(findTestObject(""Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Firefox 103.0,,,2023-11-13 04:45:03,2023-11-13 04:45:03,"0,356s",PASSED
"click(findTestObject(""Page_CURA Healthcare Service/button_Login""))",Firefox 103.0,,,2023-11-13 04:45:03,2023-11-13 04:45:04,"0,981s",PASSED
,,,,,,,
Test Cases/Healthcare/Auth/LoginFailedPassword,Firefox 103.0,,,2023-11-13 04:45:04,2023-11-13 04:45:20,"15,362s",PASSED
"openBrowser("""")",Firefox 103.0,,,2023-11-13 04:45:04,2023-11-13 04:45:10,"6,001s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Firefox 103.0,,,2023-11-13 04:45:10,2023-11-13 04:45:16,"5,936s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Firefox 103.0,,,2023-11-13 04:45:16,2023-11-13 04:45:17,"0,513s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/a_Login""))",Firefox 103.0,,,2023-11-13 04:45:17,2023-11-13 04:45:18,"0,760s",PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Firefox 103.0,,,2023-11-13 04:45:18,2023-11-13 04:45:18,"0,713s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/input_Password_password""), ""HmrGm9h9Lhv0hmTD06Fuuw=="")",Firefox 103.0,,,2023-11-13 04:45:18,2023-11-13 04:45:19,"0,357s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/button_Login""))",Firefox 103.0,,,2023-11-13 04:45:19,2023-11-13 04:45:20,"0,974s",PASSED
,,,,,,,
Test Cases/Healthcare/Homepage,Firefox 103.0,,,2023-11-13 04:45:20,2023-11-13 04:45:29,"9,789s",PASSED
"openBrowser("""")",Firefox 103.0,,,2023-11-13 04:45:20,2023-11-13 04:45:25,"4,741s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Firefox 103.0,,,2023-11-13 04:45:25,2023-11-13 04:45:29,"4,943s",PASSED
,,,,,,,
Test Cases/Healthcare/HandlingOptions,Firefox 103.0,,,2023-11-13 04:45:29,2023-11-13 04:45:56,"27,007s",PASSED
"openBrowser("""")",Firefox 103.0,,,2023-11-13 04:45:30,2023-11-13 04:45:35,"5,107s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Firefox 103.0,,,2023-11-13 04:45:35,2023-11-13 04:45:41,"6,604s",PASSED
"click(findTestObject(""Page_CURA Healthcare Service/a_CURA Healthcare_menu-toggle""))",Firefox 103.0,,,2023-11-13 04:45:41,2023-11-13 04:45:44,"2,796s",PASSED
"click(findTestObject(""Page_CURA Healthcare Service/a_Login""))",Firefox 103.0,,,2023-11-13 04:45:44,2023-11-13 04:45:46,"2,015s",PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Firefox 103.0,,,2023-11-13 04:45:46,2023-11-13 04:45:50,"4,143s",PASSED
"setEncryptedText(findTestObject(""Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Firefox 103.0,,,2023-11-13 04:45:50,2023-11-13 04:45:52,"2,136s",PASSED
"click(findTestObject(""Page_CURA Healthcare Service/button_Login""))",Firefox 103.0,,,2023-11-13 04:45:52,2023-11-13 04:45:53,"0,986s",PASSED
"selectOptionByIndex(findTestObject(""Page_CURA Healthcare Service/selectFacility""), 2)",Firefox 103.0,,,2023-11-13 04:45:53,2023-11-13 04:45:56,"3,098s",PASSED
