Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TSHealtcare,Firefox 103.0,,,2023-11-05 11:38:26,2023-11-05 11:40:34,"2m - 7,835s",PASSED
,,,,,,,
Test Cases/Healthcare/Auth/LoginSuccess,Firefox 103.0,,,2023-11-05 11:38:26,2023-11-05 11:38:40,"13,907s",PASSED
"openBrowser("""")",Firefox 103.0,,,2023-11-05 11:38:26,2023-11-05 11:38:30,"3,959s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Firefox 103.0,,,2023-11-05 11:38:30,2023-11-05 11:38:36,"5,411s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_CURA Healthcare_menu-toggle""))",Firefox 103.0,,,2023-11-05 11:38:36,2023-11-05 11:38:36,"0,738s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Login""))",Firefox 103.0,,,2023-11-05 11:38:36,2023-11-05 11:38:38,"1,243s",PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Firefox 103.0,,,2023-11-05 11:38:38,2023-11-05 11:38:38,"0,641s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Firefox 103.0,,,2023-11-05 11:38:38,2023-11-05 11:38:39,"0,409s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Firefox 103.0,,,2023-11-05 11:38:39,2023-11-05 11:38:40,"1,162s",PASSED
,,,,,,,
Test Cases/Healthcare/Auth/LoginFailedUsername,Firefox 103.0,,,2023-11-05 11:38:40,2023-11-05 11:39:00,"20,162s",PASSED
"openBrowser("""")",Firefox 103.0,,,2023-11-05 11:38:40,2023-11-05 11:38:43,"3,274s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Firefox 103.0,,,2023-11-05 11:38:43,2023-11-05 11:38:57,"13,113s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Firefox 103.0,,,2023-11-05 11:38:57,2023-11-05 11:38:57,"0,570s",PASSED
