Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TSHealtcare,Firefox 103.0,,,2023-11-05 21:10:38,2023-11-05 21:14:33,"3m - 55,565s",PASSED
,,,,,,,
Test Cases/Healthcare/Auth/LoginSuccess,Firefox 103.0,,,2023-11-05 21:10:38,2023-11-05 21:11:21,"42,710s",PASSED
"openBrowser("""")",Firefox 103.0,,,2023-11-05 21:10:38,2023-11-05 21:10:43,"4,255s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Firefox 103.0,,,2023-11-05 21:10:43,2023-11-05 21:11:14,"31,122s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_CURA Healthcare_menu-toggle""))",Firefox 103.0,,,2023-11-05 21:11:14,2023-11-05 21:11:14,"0,606s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Login""))",Firefox 103.0,,,2023-11-05 21:11:14,2023-11-05 21:11:17,"2,547s",PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Firefox 103.0,,,2023-11-05 21:11:17,2023-11-05 21:11:18,"0,625s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Firefox 103.0,,,2023-11-05 21:11:18,2023-11-05 21:11:18,"0,390s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Firefox 103.0,,,2023-11-05 21:11:18,2023-11-05 21:11:21,"2,868s",PASSED
,,,,,,,
Test Cases/Healthcare/Auth/LoginFailedUsername,Firefox 103.0,,,2023-11-05 21:11:21,2023-11-05 21:11:54,"32,931s",PASSED
"openBrowser("""")",Firefox 103.0,,,2023-11-05 21:11:21,2023-11-05 21:11:24,"3,264s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Firefox 103.0,,,2023-11-05 21:11:24,2023-11-05 21:11:49,"24,380s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Firefox 103.0,,,2023-11-05 21:11:49,2023-11-05 21:11:49,"0,580s",PASSED
"click(findTestObject(""Page_CURA Healthcare Service/a_Login""))",Firefox 103.0,,,2023-11-05 21:11:49,2023-11-05 21:11:52,"2,449s",PASSED
