Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TSHealtcare,Firefox 103.0,,,2023-11-11 18:17:13,2023-11-11 18:19:32,"2m - 18,820s",PASSED
,,,,,,,
Test Cases/Healthcare/Auth/LoginSuccess,Firefox 103.0,,,2023-11-11 18:17:13,2023-11-11 18:17:36,"22,768s",PASSED
"openBrowser("""")",Firefox 103.0,,,2023-11-11 18:17:14,2023-11-11 18:17:18,"3,805s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Firefox 103.0,,,2023-11-11 18:17:18,2023-11-11 18:17:32,"14,423s",PASSED
"waitForElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_CURA Healthcare_menu-toggle""), 30)",Firefox 103.0,,,2023-11-11 18:17:32,2023-11-11 18:17:32,"0,433s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_CURA Healthcare_menu-toggle""))",Firefox 103.0,,,2023-11-11 18:17:32,2023-11-11 18:17:33,"0,548s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Login""))",Firefox 103.0,,,2023-11-11 18:17:33,2023-11-11 18:17:34,"1,234s",PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Firefox 103.0,,,2023-11-11 18:17:34,2023-11-11 18:17:35,"0,642s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Firefox 103.0,,,2023-11-11 18:17:35,2023-11-11 18:17:35,"0,377s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Firefox 103.0,,,2023-11-11 18:17:35,2023-11-11 18:17:36,"1,006s",PASSED
,,,,,,,
Test Cases/Healthcare/Auth/LoginFailedUsername,Firefox 103.0,,,2023-11-11 18:17:36,2023-11-11 18:17:51,"14,439s",PASSED
"openBrowser("""")",Firefox 103.0,,,2023-11-11 18:17:36,2023-11-11 18:17:40,"3,263s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Firefox 103.0,,,2023-11-11 18:17:40,2023-11-11 18:17:47,"7,491s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Firefox 103.0,,,2023-11-11 18:17:47,2023-11-11 18:17:48,"0,576s",PASSED
"click(findTestObject(""Page_CURA Healthcare Service/a_Login""))",Firefox 103.0,,,2023-11-11 18:17:48,2023-11-11 18:17:49,"0,782s",PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/input_Username_username""), ""Budi Anduk"")",Firefox 103.0,,,2023-11-11 18:17:49,2023-11-11 18:17:49,"0,721s",PASSED
"setEncryptedText(findTestObject(""Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Firefox 103.0,,,2023-11-11 18:17:49,2023-11-11 18:17:50,"0,361s",PASSED
"click(findTestObject(""Page_CURA Healthcare Service/button_Login""))",Firefox 103.0,,,2023-11-11 18:17:50,2023-11-11 18:17:51,"1,022s",PASSED
,,,,,,,
Test Cases/Healthcare/Auth/LoginFailedPassword,Firefox 103.0,,,2023-11-11 18:17:51,2023-11-11 18:18:03,"12,386s",PASSED
"openBrowser("""")",Firefox 103.0,,,2023-11-11 18:17:51,2023-11-11 18:17:54,"3,237s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Firefox 103.0,,,2023-11-11 18:17:54,2023-11-11 18:18:00,"5,438s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Firefox 103.0,,,2023-11-11 18:18:00,2023-11-11 18:18:00,"0,575s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/a_Login""))",Firefox 103.0,,,2023-11-11 18:18:00,2023-11-11 18:18:01,"0,905s",PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Firefox 103.0,,,2023-11-11 18:18:01,2023-11-11 18:18:02,"0,631s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/input_Password_password""), ""HmrGm9h9Lhv0hmTD06Fuuw=="")",Firefox 103.0,,,2023-11-11 18:18:02,2023-11-11 18:18:02,"0,359s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/button_Login""))",Firefox 103.0,,,2023-11-11 18:18:02,2023-11-11 18:18:03,"1,003s",PASSED
,,,,,,,
Test Cases/Healthcare/Homepage,Firefox 103.0,,,2023-11-11 18:18:03,2023-11-11 18:18:15,"11,612s",PASSED
"openBrowser("""")",Firefox 103.0,,,2023-11-11 18:18:03,2023-11-11 18:18:06,"3,244s",PASSED
