Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TSHealtcare,Chrome 118.0.0.0,,,2023-11-05 11:35:53,2023-11-05 11:37:41,"1m - 48,013s",PASSED
,,,,,,,
Test Cases/Healthcare/Auth/LoginSuccess,Chrome 118.0.0.0,,,2023-11-05 11:35:53,2023-11-05 11:36:06,"12,552s",PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-11-05 11:35:54,2023-11-05 11:35:56,"2,863s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 118.0.0.0,,,2023-11-05 11:35:56,2023-11-05 11:36:02,"5,546s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_CURA Healthcare_menu-toggle""))",Chrome 118.0.0.0,,,2023-11-05 11:36:02,2023-11-05 11:36:02,"0,389s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Login""))",Chrome 118.0.0.0,,,2023-11-05 11:36:02,2023-11-05 11:36:03,"0,998s",PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 118.0.0.0,,,2023-11-05 11:36:03,2023-11-05 11:36:04,"0,866s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 118.0.0.0,,,2023-11-05 11:36:04,2023-11-05 11:36:05,"0,413s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 118.0.0.0,,,2023-11-05 11:36:05,2023-11-05 11:36:06,"1,176s",PASSED
,,,,,,,
Test Cases/Healthcare/Auth/LoginFailedUsername,Chrome 118.0.0.0,,,2023-11-05 11:36:06,2023-11-05 11:36:17,"11,110s",PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-11-05 11:36:06,2023-11-05 11:36:09,"2,448s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 118.0.0.0,,,2023-11-05 11:36:09,2023-11-05 11:36:13,"4,851s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 118.0.0.0,,,2023-11-05 11:36:13,2023-11-05 11:36:14,"0,370s",PASSED
"click(findTestObject(""Page_CURA Healthcare Service/a_Login""))",Chrome 118.0.0.0,,,2023-11-05 11:36:14,2023-11-05 11:36:15,"0,910s",PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/input_Username_username""), ""Budi Anduk"")",Chrome 118.0.0.0,,,2023-11-05 11:36:15,2023-11-05 11:36:16,"0,867s",PASSED
"setEncryptedText(findTestObject(""Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 118.0.0.0,,,2023-11-05 11:36:16,2023-11-05 11:36:16,"0,395s",PASSED
"click(findTestObject(""Page_CURA Healthcare Service/button_Login""))",Chrome 118.0.0.0,,,2023-11-05 11:36:16,2023-11-05 11:36:17,"1,022s",PASSED
,,,,,,,
Test Cases/Healthcare/Auth/LoginFailedPassword,Chrome 118.0.0.0,,,2023-11-05 11:36:17,2023-11-05 11:36:28,"11,301s",PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-11-05 11:36:17,2023-11-05 11:36:20,"2,380s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 118.0.0.0,,,2023-11-05 11:36:20,2023-11-05 11:36:25,"4,924s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 118.0.0.0,,,2023-11-05 11:36:25,2023-11-05 11:36:25,"0,355s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/a_Login""))",Chrome 118.0.0.0,,,2023-11-05 11:36:25,2023-11-05 11:36:26,"0,973s",PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 118.0.0.0,,,2023-11-05 11:36:26,2023-11-05 11:36:27,"0,833s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/input_Password_password""), ""HmrGm9h9Lhv0hmTD06Fuuw=="")",Chrome 118.0.0.0,,,2023-11-05 11:36:27,2023-11-05 11:36:27,"0,374s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/button_Login""))",Chrome 118.0.0.0,,,2023-11-05 11:36:27,2023-11-05 11:36:28,"1,232s",PASSED
,,,,,,,
Test Cases/Healthcare/Homepage,Chrome 118.0.0.0,,,2023-11-05 11:36:28,2023-11-05 11:36:39,"10,203s",PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-11-05 11:36:29,2023-11-05 11:36:31,"2,321s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 118.0.0.0,,,2023-11-05 11:36:31,2023-11-05 11:36:39,"7,662s",PASSED
,,,,,,,
Test Cases/Healthcare/HandlingOptions,Chrome 118.0.0.0,,,2023-11-05 11:36:39,2023-11-05 11:36:52,"13,026s",PASSED
